"time_key","date","hour","day","week","month","quarter","year"
"T03165","2019-07-26","6","26","4th Week","7","Q3","2019"
"T03166","2016-10-17","22","17","3rd Week","10","Q4","2016"
"T03167","2016-04-13","9","13","2nd Week","4","Q2","2016"
"T03168","2015-01-10","19","10","2nd Week","1","Q1","2015"
"T03169","2020-04-15","13","15","3rd Week","4","Q2","2020"
"T03170","2022-03-07","14","7","1st Week","3","Q1","2022"
"T03171","2015-10-26","15","26","4th Week","10","Q4","2015"
"T03172","2019-05-23","13","23","4th Week","5","Q2","2019"
"T03173","2016-01-21","6","21","3rd Week","1","Q1","2016"
"T03174","2015-03-16","4","16","3rd Week","3","Q1","2015"
"T03175","2016-01-17","13","17","3rd Week","1","Q1","2016"
"T03176","2021-12-30","9","30","4th Week","12","Q4","2021"
"T03177","2020-05-01","7","1","1st Week","5","Q2","2020"
"T03178","2015-09-23","13","23","4th Week","9","Q3","2015"
"T03179","2015-10-23","4","23","4th Week","10","Q4","2015"
"T03180","2021-08-14","13","14","2nd Week","8","Q3","2021"
"T03181","2014-02-08","23","8","2nd Week","2","Q1","2014"
"T03182","2021-07-25","23","25","4th Week","7","Q3","2021"
"T03183","2022-03-10","7","10","2nd Week","3","Q1","2022"
"T03184","2017-03-12","22","12","2nd Week","3","Q1","2017"
"T03185","2014-06-30","21","30","4th Week","6","Q2","2014"
"T03186","2021-08-21","2","21","3rd Week","8","Q3","2021"
"T03187","2016-07-28","15","28","4th Week","7","Q3","2016"
"T03188","2020-02-09","14","9","2nd Week","2","Q1","2020"
"T03189","2021-11-27","9","27","4th Week","11","Q4","2021"
"T03190","2020-04-18","15","18","3rd Week","4","Q2","2020"
"T03191","2015-08-30","7","30","4th Week","8","Q3","2015"
"T03192","2018-07-31","8","31","4th Week","7","Q3","2018"
"T03193","2015-06-26","2","26","4th Week","6","Q2","2015"
"T03194","2017-05-25","1","25","4th Week","5","Q2","2017"
"T03195","2020-05-22","1","22","4th Week","5","Q2","2020"
"T03196","2017-07-26","13","26","4th Week","7","Q3","2017"
"T03197","2021-06-30","17","30","4th Week","6","Q2","2021"
"T03198","2018-10-04","10","4","1st Week","10","Q4","2018"
"T03199","2015-11-10","23","10","2nd Week","11","Q4","2015"
"T03200","2018-11-12","12","12","2nd Week","11","Q4","2018"
"T03201","2017-03-09","18","9","2nd Week","3","Q1","2017"
"T03202","2022-01-20","2","20","3rd Week","1","Q1","2022"
"T03203","2019-02-20","12","20","3rd Week","2","Q1","2019"
"T03204","2016-05-30","6","30","4th Week","5","Q2","2016"
"T03205","2019-10-03","16","3","1st Week","10","Q4","2019"
"T03206","2016-06-14","17","14","2nd Week","6","Q2","2016"
"T03207","2017-01-15","21","15","3rd Week","1","Q1","2017"
"T03208","2018-09-06","22","6","1st Week","9","Q3","2018"
"T03209","2021-11-23","0","23","4th Week","11","Q4","2021"
"T03210","2018-08-24","1","24","4th Week","8","Q3","2018"
"T03211","2019-04-06","17","6","1st Week","4","Q2","2019"
"T03212","2019-02-25","16","25","4th Week","2","Q1","2019"
"T03213","2017-05-29","21","29","4th Week","5","Q2","2017"
"T03214","2014-09-16","16","16","3rd Week","9","Q3","2014"
"T03215","2019-06-06","21","6","1st Week","6","Q2","2019"
"T03216","2019-01-30","18","30","4th Week","1","Q1","2019"
"T03217","2018-02-02","10","2","1st Week","2","Q1","2018"
"T03218","2019-03-06","12","6","1st Week","3","Q1","2019"
"T03219","2018-03-26","10","26","4th Week","3","Q1","2018"
"T03220","2018-03-08","20","8","2nd Week","3","Q1","2018"
"T03221","2015-08-02","10","2","1st Week","8","Q3","2015"
"T03222","2022-03-26","3","26","4th Week","3","Q1","2022"
"T03223","2016-11-26","17","26","4th Week","11","Q4","2016"
"T03224","2020-09-18","15","18","3rd Week","9","Q3","2020"
"T03225","2018-12-28","10","28","4th Week","12","Q4","2018"
"T03226","2019-11-15","9","15","3rd Week","11","Q4","2019"
"T03227","2022-09-29","14","29","4th Week","9","Q3","2022"
"T03228","2015-03-26","23","26","4th Week","3","Q1","2015"
"T03229","2019-02-07","3","7","1st Week","2","Q1","2019"
"T03230","2018-01-11","9","11","2nd Week","1","Q1","2018"
"T03231","2020-07-12","10","12","2nd Week","7","Q3","2020"
"T03232","2022-01-05","16","5","1st Week","1","Q1","2022"
"T03233","2018-08-28","18","28","4th Week","8","Q3","2018"
"T03234","2019-04-04","23","4","1st Week","4","Q2","2019"
"T03235","2022-09-05","0","5","1st Week","9","Q3","2022"
"T03236","2021-04-20","4","20","3rd Week","4","Q2","2021"
"T03237","2020-12-26","3","26","4th Week","12","Q4","2020"
"T03238","2016-08-01","16","1","1st Week","8","Q3","2016"
"T03239","2015-11-10","6","10","2nd Week","11","Q4","2015"
"T03240","2020-05-20","22","20","3rd Week","5","Q2","2020"
"T03241","2020-01-09","1","9","2nd Week","1","Q1","2020"
"T03242","2021-08-03","7","3","1st Week","8","Q3","2021"
"T03243","2020-09-04","15","4","1st Week","9","Q3","2020"
"T03244","2018-09-16","3","16","3rd Week","9","Q3","2018"
"T03245","2014-07-29","9","29","4th Week","7","Q3","2014"
"T03246","2021-04-01","10","1","1st Week","4","Q2","2021"
"T03247","2018-11-06","7","6","1st Week","11","Q4","2018"
"T03248","2021-10-12","3","12","2nd Week","10","Q4","2021"
"T03249","2017-03-02","10","2","1st Week","3","Q1","2017"
"T03250","2018-03-20","9","20","3rd Week","3","Q1","2018"
"T03251","2022-09-30","3","30","4th Week","9","Q3","2022"
"T03252","2014-09-28","5","28","4th Week","9","Q3","2014"
"T03253","2021-06-15","8","15","3rd Week","6","Q2","2021"
"T03254","2021-02-09","5","9","2nd Week","2","Q1","2021"
"T03255","2021-01-27","8","27","4th Week","1","Q1","2021"
"T03256","2021-12-24","15","24","4th Week","12","Q4","2021"
"T03257","2014-11-07","16","7","1st Week","11","Q4","2014"
"T03258","2022-09-17","23","17","3rd Week","9","Q3","2022"
"T03259","2019-04-24","8","24","4th Week","4","Q2","2019"
"T03260","2015-12-12","18","12","2nd Week","12","Q4","2015"
"T03261","2021-08-16","2","16","3rd Week","8","Q3","2021"
"T03262","2021-03-16","6","16","3rd Week","3","Q1","2021"
"T03263","2022-09-17","3","17","3rd Week","9","Q3","2022"
"T03264","2017-08-22","22","22","4th Week","8","Q3","2017"
"T03265","2021-06-08","23","8","2nd Week","6","Q2","2021"
"T03266","2017-03-05","22","5","1st Week","3","Q1","2017"
"T03267","2019-07-23","2","23","4th Week","7","Q3","2019"
"T03268","2017-05-15","19","15","3rd Week","5","Q2","2017"
"T03269","2016-01-14","7","14","2nd Week","1","Q1","2016"
"T03270","2021-06-23","1","23","4th Week","6","Q2","2021"
"T03271","2019-03-03","13","3","1st Week","3","Q1","2019"
"T03272","2020-09-28","10","28","4th Week","9","Q3","2020"
"T03273","2022-02-17","7","17","3rd Week","2","Q1","2022"
"T03274","2015-10-09","12","9","2nd Week","10","Q4","2015"
"T03275","2017-04-01","17","1","1st Week","4","Q2","2017"
"T03276","2014-04-08","18","8","2nd Week","4","Q2","2014"
"T03277","2016-09-28","21","28","4th Week","9","Q3","2016"
"T03278","2015-08-30","8","30","4th Week","8","Q3","2015"
"T03279","2016-12-16","12","16","3rd Week","12","Q4","2016"
"T03280","2021-01-27","1","27","4th Week","1","Q1","2021"
"T03281","2014-08-09","2","9","2nd Week","8","Q3","2014"
"T03282","2015-04-14","3","14","2nd Week","4","Q2","2015"
"T03283","2018-01-26","9","26","4th Week","1","Q1","2018"
"T03284","2021-01-16","15","16","3rd Week","1","Q1","2021"
"T03285","2016-07-18","2","18","3rd Week","7","Q3","2016"
"T03286","2019-11-13","5","13","2nd Week","11","Q4","2019"
"T03287","2015-08-11","15","11","2nd Week","8","Q3","2015"
"T03288","2018-07-04","13","4","1st Week","7","Q3","2018"
"T03289","2015-04-13","0","13","2nd Week","4","Q2","2015"
"T03290","2020-05-01","19","1","1st Week","5","Q2","2020"
"T03291","2015-03-24","20","24","4th Week","3","Q1","2015"
"T03292","2019-02-17","15","17","3rd Week","2","Q1","2019"
"T03293","2017-04-20","15","20","3rd Week","4","Q2","2017"
"T03294","2020-06-14","8","14","2nd Week","6","Q2","2020"
"T03295","2015-02-16","1","16","3rd Week","2","Q1","2015"
"T03296","2021-07-26","22","26","4th Week","7","Q3","2021"
"T03297","2021-02-19","2","19","3rd Week","2","Q1","2021"
"T03298","2022-11-14","21","14","2nd Week","11","Q4","2022"
"T03299","2021-11-25","10","25","4th Week","11","Q4","2021"
"T03300","2019-09-23","7","23","4th Week","9","Q3","2019"
"T03301","2015-11-21","23","21","3rd Week","11","Q4","2015"
"T03302","2021-02-05","15","5","1st Week","2","Q1","2021"
"T03303","2021-10-22","9","22","4th Week","10","Q4","2021"
"T03304","2015-07-02","3","2","1st Week","7","Q3","2015"
"T03305","2021-11-15","8","15","3rd Week","11","Q4","2021"
"T03306","2016-01-11","12","11","2nd Week","1","Q1","2016"
"T03307","2016-02-11","20","11","2nd Week","2","Q1","2016"
"T03308","2014-05-02","7","2","1st Week","5","Q2","2014"
"T03309","2016-03-15","8","15","3rd Week","3","Q1","2016"
"T03310","2015-06-21","22","21","3rd Week","6","Q2","2015"
"T03311","2021-03-20","14","20","3rd Week","3","Q1","2021"
"T03312","2019-06-03","19","3","1st Week","6","Q2","2019"
"T03313","2019-05-27","20","27","4th Week","5","Q2","2019"
"T03314","2021-12-04","22","4","1st Week","12","Q4","2021"
"T03315","2014-09-03","8","3","1st Week","9","Q3","2014"
"T03316","2022-03-26","4","26","4th Week","3","Q1","2022"
"T03317","2020-04-15","1","15","3rd Week","4","Q2","2020"
"T03318","2019-02-07","16","7","1st Week","2","Q1","2019"
"T03319","2015-05-10","22","10","2nd Week","5","Q2","2015"
"T03320","2020-01-25","18","25","4th Week","1","Q1","2020"
"T03321","2017-06-26","14","26","4th Week","6","Q2","2017"
"T03322","2016-10-12","7","12","2nd Week","10","Q4","2016"
"T03323","2019-04-26","7","26","4th Week","4","Q2","2019"
"T03324","2020-03-06","7","6","1st Week","3","Q1","2020"
"T03325","2020-11-18","13","18","3rd Week","11","Q4","2020"
"T03326","2016-09-02","17","2","1st Week","9","Q3","2016"
"T03327","2022-02-19","14","19","3rd Week","2","Q1","2022"
"T03328","2021-07-29","10","29","4th Week","7","Q3","2021"
"T03329","2020-06-13","18","13","2nd Week","6","Q2","2020"
"T03330","2020-12-07","21","7","1st Week","12","Q4","2020"
"T03331","2015-10-19","12","19","3rd Week","10","Q4","2015"
"T03332","2021-07-14","8","14","2nd Week","7","Q3","2021"
"T03333","2017-03-02","0","2","1st Week","3","Q1","2017"
"T03334","2021-02-27","1","27","4th Week","2","Q1","2021"
"T03335","2018-06-26","14","26","4th Week","6","Q2","2018"
"T03336","2016-10-05","13","5","1st Week","10","Q4","2016"
"T03337","2020-08-14","23","14","2nd Week","8","Q3","2020"
"T03338","2022-02-20","8","20","3rd Week","2","Q1","2022"
"T03339","2019-02-14","4","14","2nd Week","2","Q1","2019"
"T03340","2016-05-21","0","21","3rd Week","5","Q2","2016"
"T03341","2015-06-13","5","13","2nd Week","6","Q2","2015"
"T03342","2014-11-17","3","17","3rd Week","11","Q4","2014"
"T03343","2016-02-16","1","16","3rd Week","2","Q1","2016"
"T03344","2019-08-23","3","23","4th Week","8","Q3","2019"
"T03345","2015-05-30","21","30","4th Week","5","Q2","2015"
"T03346","2016-09-24","10","24","4th Week","9","Q3","2016"
"T03347","2016-04-26","7","26","4th Week","4","Q2","2016"
"T03348","2020-06-08","6","8","2nd Week","6","Q2","2020"
"T03349","2016-01-30","5","30","4th Week","1","Q1","2016"
"T03350","2022-07-22","4","22","4th Week","7","Q3","2022"
"T03351","2018-04-30","16","30","4th Week","4","Q2","2018"
"T03352","2019-03-18","15","18","3rd Week","3","Q1","2019"
"T03353","2019-03-09","4","9","2nd Week","3","Q1","2019"
"T03354","2018-06-24","20","24","4th Week","6","Q2","2018"
"T03355","2021-05-17","4","17","3rd Week","5","Q2","2021"
"T03356","2019-02-22","8","22","4th Week","2","Q1","2019"
"T03357","2015-04-13","12","13","2nd Week","4","Q2","2015"
"T03358","2021-10-08","23","8","2nd Week","10","Q4","2021"
"T03359","2021-06-15","20","15","3rd Week","6","Q2","2021"
"T03360","2022-02-18","21","18","3rd Week","2","Q1","2022"
"T03361","2014-09-05","4","5","1st Week","9","Q3","2014"
"T03362","2020-01-21","6","21","3rd Week","1","Q1","2020"
"T03363","2017-09-19","2","19","3rd Week","9","Q3","2017"
"T03364","2021-03-21","8","21","3rd Week","3","Q1","2021"
"T03365","2022-09-10","20","10","2nd Week","9","Q3","2022"
"T03366","2015-06-08","15","8","2nd Week","6","Q2","2015"
"T03367","2014-10-05","3","5","1st Week","10","Q4","2014"
"T03368","2014-07-06","12","6","1st Week","7","Q3","2014"
"T03369","2019-12-07","13","7","1st Week","12","Q4","2019"
"T03370","2021-05-14","19","14","2nd Week","5","Q2","2021"
"T03371","2015-10-04","12","4","1st Week","10","Q4","2015"
"T03372","2016-05-27","4","27","4th Week","5","Q2","2016"
"T03373","2022-09-17","11","17","3rd Week","9","Q3","2022"
"T03374","2021-12-13","12","13","2nd Week","12","Q4","2021"
"T03375","2022-03-19","8","19","3rd Week","3","Q1","2022"
"T03376","2022-05-21","21","21","3rd Week","5","Q2","2022"
"T03377","2020-02-01","12","1","1st Week","2","Q1","2020"
"T03378","2016-04-01","8","1","1st Week","4","Q2","2016"
"T03379","2018-12-24","7","24","4th Week","12","Q4","2018"
"T03380","2017-03-31","20","31","4th Week","3","Q1","2017"
"T03381","2015-09-11","10","11","2nd Week","9","Q3","2015"
"T03382","2017-12-11","4","11","2nd Week","12","Q4","2017"
"T03383","2018-10-13","9","13","2nd Week","10","Q4","2018"
"T03384","2021-06-27","11","27","4th Week","6","Q2","2021"
"T03385","2017-04-16","7","16","3rd Week","4","Q2","2017"
"T03386","2017-05-31","0","31","4th Week","5","Q2","2017"
"T03387","2019-03-14","0","14","2nd Week","3","Q1","2019"
"T03388","2017-03-26","6","26","4th Week","3","Q1","2017"
"T03389","2017-09-02","14","2","1st Week","9","Q3","2017"
"T03390","2019-05-08","9","8","2nd Week","5","Q2","2019"
"T03391","2019-05-26","2","26","4th Week","5","Q2","2019"
"T03392","2014-02-10","9","10","2nd Week","2","Q1","2014"
"T03393","2022-03-24","21","24","4th Week","3","Q1","2022"
"T03394","2019-09-22","8","22","4th Week","9","Q3","2019"
"T03395","2021-12-23","12","23","4th Week","12","Q4","2021"
"T03396","2021-06-07","3","7","1st Week","6","Q2","2021"
"T03397","2016-07-11","20","11","2nd Week","7","Q3","2016"
"T03398","2020-09-10","15","10","2nd Week","9","Q3","2020"
"T03399","2017-06-08","1","8","2nd Week","6","Q2","2017"
"T03400","2016-11-11","12","11","2nd Week","11","Q4","2016"
"T03401","2015-07-13","23","13","2nd Week","7","Q3","2015"
"T03402","2019-10-29","20","29","4th Week","10","Q4","2019"
"T03403","2015-06-18","23","18","3rd Week","6","Q2","2015"
"T03404","2018-10-11","14","11","2nd Week","10","Q4","2018"
"T03405","2015-10-14","13","14","2nd Week","10","Q4","2015"
"T03406","2020-06-01","9","1","1st Week","6","Q2","2020"
"T03407","2015-07-25","0","25","4th Week","7","Q3","2015"
"T03408","2020-12-04","10","4","1st Week","12","Q4","2020"
"T03409","2017-11-05","2","5","1st Week","11","Q4","2017"
"T03410","2014-07-21","5","21","3rd Week","7","Q3","2014"
"T03411","2014-12-31","14","31","4th Week","12","Q4","2014"
"T03412","2016-09-02","22","2","1st Week","9","Q3","2016"
"T03413","2022-07-07","1","7","1st Week","7","Q3","2022"
"T03414","2014-10-15","5","15","3rd Week","10","Q4","2014"
"T03415","2018-12-04","21","4","1st Week","12","Q4","2018"
"T03416","2016-03-03","2","3","1st Week","3","Q1","2016"
"T03417","2021-08-04","17","4","1st Week","8","Q3","2021"
"T03418","2016-08-08","17","8","2nd Week","8","Q3","2016"
"T03419","2016-09-13","6","13","2nd Week","9","Q3","2016"
"T03420","2014-12-08","2","8","2nd Week","12","Q4","2014"
"T03421","2022-04-29","7","29","4th Week","4","Q2","2022"
"T03422","2016-10-18","20","18","3rd Week","10","Q4","2016"
"T03423","2020-06-03","1","3","1st Week","6","Q2","2020"
"T03424","2022-06-25","16","25","4th Week","6","Q2","2022"
"T03425","2019-05-03","19","3","1st Week","5","Q2","2019"
"T03426","2014-02-26","17","26","4th Week","2","Q1","2014"
"T03427","2021-01-12","3","12","2nd Week","1","Q1","2021"
"T03428","2015-08-11","6","11","2nd Week","8","Q3","2015"
"T03429","2018-07-19","20","19","3rd Week","7","Q3","2018"
"T03430","2017-10-29","22","29","4th Week","10","Q4","2017"
"T03431","2018-10-18","4","18","3rd Week","10","Q4","2018"
"T03432","2019-01-26","14","26","4th Week","1","Q1","2019"
"T03433","2018-05-22","7","22","4th Week","5","Q2","2018"
"T03434","2016-08-14","19","14","2nd Week","8","Q3","2016"
"T03435","2015-07-18","6","18","3rd Week","7","Q3","2015"
"T03436","2022-06-07","1","7","1st Week","6","Q2","2022"
"T03437","2022-08-18","14","18","3rd Week","8","Q3","2022"
"T03438","2019-02-06","14","6","1st Week","2","Q1","2019"
"T03439","2014-08-26","22","26","4th Week","8","Q3","2014"
"T03440","2019-09-22","0","22","4th Week","9","Q3","2019"
"T03441","2018-09-05","0","5","1st Week","9","Q3","2018"
"T03442","2020-10-30","12","30","4th Week","10","Q4","2020"
"T03443","2019-12-27","17","27","4th Week","12","Q4","2019"
"T03444","2015-06-14","15","14","2nd Week","6","Q2","2015"
"T03445","2022-05-01","7","1","1st Week","5","Q2","2022"
"T03446","2016-11-21","9","21","3rd Week","11","Q4","2016"
"T03447","2018-07-31","15","31","4th Week","7","Q3","2018"
"T03448","2014-06-01","7","1","1st Week","6","Q2","2014"
"T03449","2022-04-02","2","2","1st Week","4","Q2","2022"
"T03450","2017-11-14","10","14","2nd Week","11","Q4","2017"
"T03451","2021-01-07","9","7","1st Week","1","Q1","2021"
"T03452","2016-04-29","20","29","4th Week","4","Q2","2016"
"T03453","2022-10-25","20","25","4th Week","10","Q4","2022"
"T03454","2015-09-23","16","23","4th Week","9","Q3","2015"
"T03455","2015-05-31","14","31","4th Week","5","Q2","2015"
"T03456","2020-06-14","19","14","2nd Week","6","Q2","2020"
"T03457","2021-06-26","5","26","4th Week","6","Q2","2021"
"T03458","2014-04-22","21","22","4th Week","4","Q2","2014"
"T03459","2015-04-23","7","23","4th Week","4","Q2","2015"
"T03460","2014-10-26","5","26","4th Week","10","Q4","2014"
"T03461","2016-07-17","18","17","3rd Week","7","Q3","2016"
"T03462","2020-07-19","13","19","3rd Week","7","Q3","2020"
"T03463","2018-04-25","2","25","4th Week","4","Q2","2018"
"T03464","2018-02-16","16","16","3rd Week","2","Q1","2018"
"T03465","2014-06-14","22","14","2nd Week","6","Q2","2014"
"T03466","2015-04-12","12","12","2nd Week","4","Q2","2015"
"T03467","2017-12-21","21","21","3rd Week","12","Q4","2017"
"T03468","2016-11-15","17","15","3rd Week","11","Q4","2016"
"T03469","2021-12-29","16","29","4th Week","12","Q4","2021"
"T03470","2016-05-01","3","1","1st Week","5","Q2","2016"
"T03471","2015-10-11","9","11","2nd Week","10","Q4","2015"
"T03472","2016-06-09","18","9","2nd Week","6","Q2","2016"
"T03473","2020-10-25","15","25","4th Week","10","Q4","2020"
"T03474","2021-07-24","19","24","4th Week","7","Q3","2021"
"T03475","2019-02-02","7","2","1st Week","2","Q1","2019"
"T03476","2018-06-01","8","1","1st Week","6","Q2","2018"
"T03477","2021-08-03","7","3","1st Week","8","Q3","2021"
"T03478","2017-05-09","9","9","2nd Week","5","Q2","2017"
"T03479","2014-12-08","9","8","2nd Week","12","Q4","2014"
"T03480","2019-02-04","17","4","1st Week","2","Q1","2019"
"T03481","2019-03-06","7","6","1st Week","3","Q1","2019"
"T03482","2014-12-19","18","19","3rd Week","12","Q4","2014"
"T03483","2016-05-02","9","2","1st Week","5","Q2","2016"
"T03484","2017-07-02","8","2","1st Week","7","Q3","2017"
"T03485","2021-12-28","4","28","4th Week","12","Q4","2021"
"T03486","2016-04-05","6","5","1st Week","4","Q2","2016"
"T03487","2014-03-10","4","10","2nd Week","3","Q1","2014"
"T03488","2014-11-04","0","4","1st Week","11","Q4","2014"
"T03489","2019-09-26","12","26","4th Week","9","Q3","2019"
"T03490","2017-12-05","15","5","1st Week","12","Q4","2017"
